Lead_ID,Counselling,Application,Enrolled,Test_Score
L00991,No,No,No,
L00992,Yes,No,No,
L00993,Yes,No,No,
L00994,Yes,No,No,
L00995,Yes,Yes,Yes,87
L00996,Yes,No,No,
L00997,Yes,Yes,Yes,70
L00998,Yes,No,No,
L00999,No,No,No,
L01000,No,No,No,
L01001,Yes,No,No,
L01002,No,No,No,
L01003,Yes,No,No,
L01004,Yes,No,No,
L01005,Yes,Yes,Yes,76
L01006,Yes,Yes,Yes,81
L01007,Yes,Yes,Yes,75
L01008,Yes,Yes,No,55
L01009,Yes,Yes,No,61
L01010,No,No,No,
L01011,Yes,Yes,No,78
L01012,Yes,No,No,
L01013,Yes,Yes,No,64
L01014,Yes,No,No,
L01015,No,No,No,
L01016,Yes,No,No,
L01017,Yes,Yes,No,56
L01018,Yes,Yes,Yes,70
L01019,Yes,No,No,
L01020,Yes,No,No,
L01021,Yes,Yes,No,55
L01022,No,No,No,
L01023,No,No,No,
L01024,No,No,No,
L01025,Yes,Yes,No,62
L01026,No,No,No,
L01027,Yes,Yes,Yes,84
L01028,Yes,Yes,Yes,81
L01029,Yes,No,No,
L01030,No,No,No,
L01031,Yes,Yes,Yes,89
L01032,No,No,No,
L01033,No,No,No,
L01034,No,No,No,
L01035,Yes,No,No,
L01036,Yes,No,No,
L01037,Yes,Yes,Yes,81
L01038,Yes,No,No,
L01039,Yes,Yes,No,66
L01040,No,No,No,
L01041,Yes,No,No,
L01042,Yes,Yes,No,67
L01043,Yes,No,No,
L01044,Yes,Yes,Yes,82
L01045,Yes,No,No,
L01046,Yes,Yes,No,56
L01047,Yes,No,No,
L01048,Yes,Yes,Yes,82
L01049,Yes,No,No,
L01050,Yes,Yes,Yes,87
L01051,Yes,No,No,
L01052,No,No,No,
L01053,No,No,No,
L01054,Yes,Yes,Yes,74
L01055,No,No,No,
L01056,Yes,Yes,No,63
L01057,Yes,Yes,No,71
L01058,Yes,Yes,Yes,87
L01059,Yes,Yes,Yes,67
L01060,Yes,Yes,No,57
L01061,Yes,No,No,
L01062,Yes,Yes,Yes,65
L01063,Yes,No,No,
L01064,Yes,No,No,
L01065,No,No,No,
L01066,Yes,Yes,Yes,74
L01067,Yes,Yes,Yes,76
L01068,Yes,No,No,
L01069,Yes,No,No,
L01070,Yes,Yes,No,59
L01071,No,No,No,
L01072,Yes,Yes,No,67
L01073,Yes,Yes,No,55
L01074,No,No,No,
L01075,Yes,No,No,
L01076,Yes,No,No,
L01077,Yes,Yes,No,69
L01078,Yes,No,No,
L01079,No,No,No,
L01080,Yes,Yes,No,60
L01081,No,No,No,
L01082,No,No,No,
L01083,No,No,No,
L01084,Yes,Yes,No,64
L01085,Yes,Yes,No,69
L01086,Yes,Yes,Yes,75
L01087,Yes,Yes,Yes,64
L01088,Yes,Yes,No,65
L01089,Yes,Yes,Yes,83
L01090,No,No,No,
L01091,Yes,No,No,
L01092,No,No,No,
L01093,Yes,No,No,
L01094,Yes,No,No,
L01095,Yes,Yes,No,64
L01096,Yes,No,No,
L01097,No,No,No,
L01098,Yes,Yes,Yes,77
L01099,Yes,Yes,No,65
L01100,No,No,No,
L01101,Yes,Yes,No,66
L01102,No,No,No,
L01103,No,No,No,
L01104,Yes,Yes,Yes,68
L01105,No,No,No,
L01106,Yes,Yes,Yes,86
L01107,Yes,Yes,Yes,88
L01108,Yes,No,No,
L01109,No,No,No,
L01110,Yes,Yes,No,74
L01111,No,No,No,
L01112,Yes,Yes,Yes,78
L01113,Yes,No,No,
L01114,No,No,No,
L01115,Yes,Yes,No,64
L01116,Yes,Yes,No,58
L01117,No,No,No,
L01118,Yes,Yes,Yes,71
L01119,Yes,Yes,Yes,73
L01120,Yes,Yes,Yes,80
L01121,Yes,Yes,No,64
L01122,No,No,No,
L01123,Yes,Yes,Yes,82
L01124,No,No,No,
L01125,No,No,No,
L01126,No,No,No,
L01127,Yes,Yes,No,58
L01128,No,No,No,
L01129,Yes,Yes,Yes,71
L01130,No,No,No,
L01131,Yes,No,No,
L01132,Yes,Yes,Yes,76
L01133,No,No,No,
L01134,Yes,No,No,
L01135,No,No,No,
L01136,Yes,No,No,
L01137,No,No,No,
L01138,Yes,Yes,No,68
L01139,Yes,No,No,
L01140,Yes,Yes,No,55
L01141,Yes,Yes,No,67
L01142,No,No,No,
L01143,Yes,Yes,No,62
L01144,Yes,Yes,Yes,86
L01145,No,No,No,
L01146,Yes,No,No,
L01147,Yes,No,No,
L01148,Yes,Yes,No,63
L01149,Yes,Yes,Yes,65
L01150,No,No,No,
L01151,No,No,No,
L01152,Yes,Yes,No,61
L01153,Yes,Yes,Yes,77
L01154,Yes,Yes,No,69
L01155,Yes,Yes,No,70
L01156,Yes,No,No,
L01157,Yes,No,No,
L01158,Yes,No,No,
L01159,Yes,Yes,No,51
L01160,No,No,No,
L01161,Yes,No,No,
L01162,No,No,No,
L01163,No,No,No,
L01164,Yes,Yes,Yes,62
L01165,No,No,No,
L01166,No,No,No,
L01167,Yes,Yes,No,72
L01168,No,No,No,
L01169,Yes,Yes,No,69
L01170,Yes,Yes,No,77
L01171,No,No,No,
L01172,No,No,No,
L01173,Yes,No,No,
L01174,Yes,Yes,Yes,71
L01175,Yes,Yes,No,74
L01176,Yes,No,No,
L01177,Yes,Yes,Yes,79
L01178,Yes,Yes,No,58
L01179,Yes,Yes,Yes,80
L01180,No,No,No,
L01181,No,No,No,
L01182,Yes,Yes,No,71
L01183,Yes,Yes,No,64
L01184,Yes,No,No,
L01185,No,No,No,
L01186,Yes,No,No,
L01187,No,No,No,
L01188,Yes,Yes,Yes,67
L01189,Yes,Yes,Yes,79
L01190,No,No,No,
L01191,Yes,Yes,Yes,86
L01192,Yes,Yes,Yes,76
L01193,No,No,No,
L01194,No,No,No,
L01195,No,No,No,
L01196,No,No,No,
L01197,No,No,No,
L01198,Yes,Yes,No,60
L01199,No,No,No,
L01200,Yes,Yes,Yes,75
L01201,Yes,Yes,No,64
L01202,Yes,Yes,Yes,81
L01203,No,No,No,
L01204,Yes,No,No,
L01205,No,No,No,
L01206,Yes,Yes,No,65
L01207,No,No,No,
L01208,No,No,No,
L01209,No,No,No,
L01210,Yes,Yes,No,56
L01211,No,No,No,
L01212,Yes,No,No,
L01213,No,No,No,
L01214,Yes,No,No,
L01215,No,No,No,
L01216,Yes,Yes,No,70
L01217,Yes,Yes,No,65
L01218,Yes,Yes,Yes,72
L01219,Yes,No,No,
L01220,Yes,Yes,No,67
L01221,Yes,No,No,
L01222,Yes,Yes,Yes,78
L01223,No,No,No,
L01224,Yes,No,No,
L01225,Yes,Yes,No,68
L01226,No,No,No,
L01227,No,No,No,
L01228,No,No,No,
L01229,Yes,Yes,No,73
L01230,Yes,No,No,
L01231,Yes,Yes,Yes,71
L01232,Yes,No,No,
L01233,Yes,No,No,
L01234,Yes,No,No,
L01235,Yes,No,No,
L01236,Yes,No,No,
L01237,Yes,Yes,No,63
L01238,Yes,Yes,Yes,75
L01239,No,No,No,
L01240,No,No,No,
L01241,No,No,No,
L01242,No,No,No,
L01243,Yes,Yes,Yes,80
L01244,Yes,Yes,Yes,75
L01245,Yes,Yes,Yes,66
L01246,No,No,No,
L01247,Yes,Yes,No,79
L01248,No,No,No,
L01249,Yes,Yes,Yes,77
L01250,Yes,Yes,Yes,71
L01251,Yes,Yes,No,71
L01252,No,No,No,
L01253,Yes,Yes,Yes,85
L01254,No,No,No,
L01255,Yes,No,No,
L01256,Yes,No,No,
L01257,Yes,Yes,No,66
L01258,No,No,No,
L01259,Yes,Yes,Yes,74
L01260,No,No,No,
L01261,No,No,No,
L01262,No,No,No,
L01263,Yes,Yes,Yes,82
L01264,Yes,Yes,Yes,88
L01265,Yes,No,No,
L01266,Yes,No,No,
L01267,Yes,Yes,Yes,82
L01268,No,No,No,
L01269,No,No,No,
L01270,Yes,Yes,No,54
L01271,Yes,Yes,No,68
L01272,Yes,Yes,Yes,78
L01273,Yes,Yes,No,62
L01274,Yes,No,No,
L01275,Yes,No,No,
L01276,No,No,No,
L01277,Yes,Yes,No,66
L01278,No,No,No,
L01279,Yes,Yes,No,64
L01280,Yes,Yes,No,69
L01281,Yes,No,No,
L01282,Yes,Yes,Yes,75
L01283,Yes,No,No,
L01284,No,No,No,
L01285,Yes,No,No,
L01286,No,No,No,
L01287,Yes,No,No,
L01288,Yes,Yes,Yes,74
L01289,Yes,No,No,
L01290,Yes,No,No,
L01291,Yes,Yes,No,63
L01292,No,No,No,
L01293,Yes,Yes,No,55
L01294,Yes,Yes,Yes,71
L01295,No,No,No,
L01296,Yes,Yes,Yes,70
L01297,No,No,No,
L01298,No,No,No,
L01299,No,No,No,
L01300,Yes,No,No,
L01301,Yes,No,No,
L01302,Yes,Yes,Yes,86
L01303,No,No,No,
L01304,Yes,Yes,Yes,83
L01305,Yes,No,No,
L01306,Yes,Yes,Yes,74
L01307,Yes,Yes,No,69
L01308,No,No,No,
L01309,No,No,No,
L01310,No,No,No,
L01311,Yes,Yes,No,67
L01312,Yes,Yes,No,79
L01313,Yes,Yes,Yes,70
L01314,Yes,Yes,No,62
L01315,No,No,No,
L01316,Yes,Yes,Yes,60
L01317,Yes,No,No,
L01318,Yes,No,No,
L01319,Yes,Yes,Yes,73
L01320,Yes,Yes,No,69
L01321,Yes,Yes,No,63
L01322,Yes,No,No,
L01323,Yes,Yes,Yes,78
L01324,No,No,No,
L01325,Yes,Yes,No,64
L01326,Yes,Yes,No,69
L01327,Yes,Yes,No,52
L01328,Yes,No,No,
L01329,Yes,Yes,Yes,81
L01330,Yes,Yes,No,62
L01331,No,No,No,
L01332,Yes,No,No,
L01333,No,No,No,
L01334,Yes,No,No,
L01335,No,No,No,
L01336,Yes,Yes,No,62
L01337,Yes,Yes,No,55
L01338,Yes,No,No,
L01339,Yes,No,No,
L01340,No,No,No,
L01341,No,No,No,
L01342,No,No,No,
L01343,Yes,No,No,
L01344,Yes,Yes,Yes,88
L01345,Yes,No,No,
L01346,Yes,No,No,
L01347,Yes,Yes,Yes,80
L01348,Yes,No,No,
L01349,No,No,No,
L01350,Yes,No,No,
L01351,Yes,Yes,Yes,79
L01352,Yes,Yes,No,61
L01353,Yes,Yes,No,70
L01354,No,No,No,
L01355,No,No,No,
L01356,Yes,Yes,No,71
L01357,Yes,Yes,No,61
L01358,No,No,No,
L01359,Yes,Yes,No,69
L01360,Yes,Yes,No,68
L01361,No,No,No,
L01362,Yes,No,No,
L01363,No,No,No,
L01364,No,No,No,
L01365,Yes,No,No,
L01366,Yes,Yes,Yes,76
L01367,Yes,Yes,No,68
L01368,Yes,Yes,Yes,72
L01369,No,No,No,
L01370,Yes,Yes,No,63
L01371,No,No,No,
L01372,Yes,No,No,
L01373,No,No,No,
L01374,Yes,No,No,
L01375,Yes,Yes,Yes,76
L01376,Yes,Yes,No,63
L01377,No,No,No,
L01378,Yes,No,No,
L01379,No,No,No,
L01380,No,No,No,
L01381,Yes,No,No,
L01382,Yes,No,No,
L01383,No,No,No,
L01384,No,No,No,
L01385,No,No,No,
L01386,No,No,No,
L01387,Yes,Yes,No,77
L01388,Yes,Yes,Yes,84
L01389,Yes,Yes,No,56
L01390,No,No,No,
L01391,Yes,No,No,
L01392,Yes,Yes,No,62
L01393,No,No,No,
L01394,No,No,No,
L01395,Yes,Yes,No,61
L01396,Yes,Yes,No,50
L01397,No,No,No,
L01398,No,No,No,
L01399,Yes,Yes,No,64
L01400,Yes,Yes,Yes,73
L01401,No,No,No,
L01402,Yes,Yes,Yes,80
L01403,No,No,No,
L01404,Yes,Yes,Yes,68
L01405,No,No,No,
L01406,Yes,Yes,Yes,85
L01407,Yes,Yes,Yes,74
L01408,Yes,Yes,Yes,84
L01409,Yes,No,No,
L01410,Yes,No,No,
L01411,Yes,No,No,
L01412,No,No,No,
L01413,No,No,No,
L01414,Yes,No,No,
L01415,No,No,No,
L01416,No,No,No,
L01417,Yes,No,No,
L01418,No,No,No,
L01419,Yes,Yes,No,63
L01420,Yes,Yes,Yes,80
L01421,Yes,Yes,Yes,79
L01422,No,No,No,
L01423,Yes,No,No,
L01424,Yes,Yes,Yes,87
L01425,Yes,Yes,No,63
L01426,Yes,No,No,
L01427,No,No,No,
L01428,Yes,No,No,
L01429,Yes,Yes,Yes,67
L01430,Yes,Yes,No,61
L01431,Yes,No,No,
L01432,Yes,Yes,Yes,64
L01433,Yes,Yes,Yes,74
L01434,Yes,Yes,Yes,70
L01435,Yes,Yes,Yes,74
L01436,Yes,No,No,
L01437,Yes,Yes,Yes,75
L01438,No,No,No,
L01439,Yes,Yes,Yes,72
L01440,Yes,Yes,Yes,77
L01441,No,No,No,
L01442,No,No,No,
L01443,Yes,Yes,Yes,84
L01444,No,No,No,
L01445,Yes,Yes,Yes,76
L01446,No,No,No,
L01447,No,No,No,
L01448,Yes,No,No,
L01449,Yes,No,No,
L01450,Yes,No,No,
L01451,No,No,No,
L01452,Yes,Yes,Yes,88
L01453,No,No,No,
L01454,Yes,No,No,
L01455,Yes,No,No,
L01456,Yes,Yes,No,69
L01457,Yes,Yes,Yes,83
L01458,Yes,No,No,
L01459,No,No,No,
L01460,Yes,No,No,
L01461,No,No,No,
L01462,Yes,Yes,Yes,72
L01463,Yes,Yes,Yes,74
L01464,No,No,No,
L01465,Yes,No,No,
L01466,Yes,Yes,No,70
L01467,No,No,No,
L01468,No,No,No,
L01469,No,No,No,
L01470,Yes,No,No,
L01471,No,No,No,
L01472,Yes,Yes,No,55
L01473,Yes,No,No,
L01474,Yes,No,No,
L01475,Yes,Yes,Yes,87
L01476,No,No,No,
L01477,Yes,Yes,No,62
L01478,Yes,No,No,
L01479,Yes,No,No,
L01480,No,No,No,
L01481,No,No,No,
L01482,Yes,No,No,
L01483,Yes,No,No,
L01484,No,No,No,
L01485,Yes,Yes,No,77
L01486,No,No,No,
L01487,Yes,Yes,Yes,85
L01488,Yes,No,No,
L01489,Yes,Yes,No,58
L01490,No,No,No,
L01491,Yes,Yes,Yes,84
L01492,Yes,Yes,No,74
L01493,Yes,No,No,
L01494,Yes,No,No,
L01495,No,No,No,
L01496,No,No,No,
L01497,Yes,Yes,No,72
L01498,No,No,No,
L01499,Yes,No,No,
L01500,No,No,No,
L01501,Yes,No,No,
L01502,Yes,No,No,
L01503,No,No,No,
L01504,Yes,No,No,
L01505,Yes,No,No,
L01506,No,No,No,
L01507,No,No,No,
L01508,Yes,Yes,No,67
L01509,Yes,No,No,
L01510,Yes,No,No,
L01511,No,No,No,
L01512,Yes,Yes,No,78
L01513,Yes,Yes,Yes,75
L01514,No,No,No,
L01515,No,No,No,
L01516,No,No,No,
L01517,Yes,Yes,Yes,61
L01518,Yes,Yes,No,73
L01519,Yes,Yes,Yes,71
L01520,Yes,Yes,Yes,83
L01521,Yes,Yes,Yes,77
L01522,Yes,Yes,No,60
L01523,Yes,Yes,Yes,82
L01524,Yes,Yes,No,63
L01525,No,No,No,
L01526,Yes,No,No,
L01527,Yes,Yes,Yes,81
L01528,No,No,No,
L01529,No,No,No,
L01530,Yes,Yes,Yes,87
L01531,Yes,No,No,
L01532,Yes,Yes,Yes,82
L01533,Yes,No,No,
L01534,Yes,No,No,
L01535,Yes,No,No,
L01536,Yes,Yes,Yes,82
L01537,Yes,Yes,No,77
L01538,Yes,Yes,Yes,79
L01539,Yes,No,No,
L01540,No,No,No,
L01541,No,No,No,
L01542,Yes,No,No,
L01543,Yes,No,No,
L01544,Yes,No,No,
L01545,Yes,Yes,Yes,79
L01546,No,No,No,
L01547,No,No,No,
L01548,Yes,Yes,Yes,78
L01549,Yes,Yes,No,68
L01550,Yes,Yes,No,68
L01551,Yes,No,No,
L01552,No,No,No,
L01553,Yes,No,No,
L01554,No,No,No,
L01555,Yes,Yes,No,68
L01556,No,No,No,
L01557,No,No,No,
L01558,Yes,Yes,No,70
L01559,No,No,No,
L01560,Yes,Yes,Yes,81
L01561,Yes,No,No,
L01562,No,No,No,
L01563,No,No,No,
L01564,Yes,Yes,Yes,77
L01565,Yes,Yes,No,52
L01566,No,No,No,
L01567,No,No,No,
L01568,Yes,No,No,
L01569,No,No,No,
L01570,Yes,Yes,No,69
L01571,Yes,Yes,Yes,71
L01572,Yes,No,No,
L01573,No,No,No,
L01574,No,No,No,
L01575,Yes,No,No,
L01576,Yes,No,No,
L01577,Yes,Yes,Yes,79
L01578,Yes,Yes,No,58
L01579,No,No,No,
L01580,Yes,Yes,No,55
L01581,Yes,Yes,Yes,78
L01582,Yes,No,No,
L01583,Yes,Yes,Yes,68
L01584,Yes,Yes,Yes,77
L01585,No,No,No,
L01586,Yes,Yes,No,77
L01587,No,No,No,
L01588,Yes,Yes,Yes,66
L01589,No,No,No,
L01590,Yes,Yes,Yes,71
L01591,Yes,Yes,Yes,79
L01592,Yes,Yes,Yes,79
L01593,Yes,No,No,
L01594,Yes,Yes,No,61
L01595,Yes,No,No,
L01596,No,No,No,
L01597,No,No,No,
L01598,Yes,Yes,No,69
L01599,Yes,No,No,
L01600,Yes,Yes,No,63
L01601,Yes,Yes,Yes,78
L01602,Yes,No,No,
L01603,No,No,No,
L01604,Yes,Yes,No,76
L01605,Yes,Yes,Yes,83
L01606,No,No,No,
L01607,Yes,Yes,Yes,61
L01608,No,No,No,
L01609,Yes,Yes,Yes,78
L01610,Yes,No,No,
L01611,Yes,Yes,Yes,87
L01612,Yes,Yes,Yes,87
L01613,No,No,No,
L01614,Yes,No,No,
L01615,Yes,Yes,Yes,69
L01616,No,No,No,
L01617,Yes,No,No,
L01618,Yes,Yes,No,63
L01619,Yes,Yes,Yes,72
L01620,Yes,No,No,
L01621,No,No,No,
L01622,Yes,No,No,
L01623,Yes,Yes,No,62
L01624,No,No,No,
L01625,No,No,No,
L01626,Yes,Yes,No,52
L01627,Yes,Yes,No,60
L01628,Yes,Yes,Yes,80
L01629,Yes,No,No,
L01630,Yes,No,No,
L01631,Yes,No,No,
L01632,Yes,Yes,Yes,81
L01633,Yes,Yes,Yes,84
L01634,No,No,No,
L01635,No,No,No,
L01636,No,No,No,
L01637,Yes,Yes,No,57
L01638,Yes,Yes,No,67
L01639,Yes,Yes,Yes,81
L01640,No,No,No,
L01641,No,No,No,
L01642,No,No,No,
L01643,Yes,Yes,Yes,62
L01644,Yes,No,No,
L01645,Yes,Yes,No,62
L01646,Yes,Yes,Yes,72
L01647,Yes,Yes,Yes,82
L01648,Yes,No,No,
L01649,No,No,No,
L01650,No,No,No,
L01651,No,No,No,
L01652,Yes,No,No,
L01653,No,No,No,
L01654,Yes,Yes,No,64
L01655,No,No,No,
L01656,No,No,No,
L01657,No,No,No,
L01658,Yes,Yes,Yes,76
L01659,No,No,No,
L01660,No,No,No,
L01661,Yes,No,No,
L01662,Yes,Yes,No,70
L01663,Yes,Yes,No,64
L01664,Yes,Yes,Yes,89
L01665,Yes,Yes,Yes,66
L01666,No,No,No,
L01667,Yes,No,No,
L01668,Yes,No,No,
L01669,Yes,Yes,Yes,82
L01670,No,No,No,
L01671,No,No,No,
L01672,Yes,Yes,Yes,79
L01673,No,No,No,
L01674,Yes,Yes,Yes,76
L01675,Yes,Yes,Yes,78
L01676,No,No,No,
L01677,No,No,No,
L01678,Yes,Yes,No,57
L01679,No,No,No,
L01680,No,No,No,
L01681,Yes,Yes,No,55
L01682,Yes,No,No,
L01683,No,No,No,
L01684,Yes,Yes,No,74
L01685,Yes,No,No,
L01686,No,No,No,
L01687,Yes,Yes,No,79
L01688,Yes,Yes,Yes,82
L01689,Yes,Yes,Yes,77
L01690,Yes,Yes,No,76
L01691,Yes,Yes,Yes,79
L01692,No,No,No,
L01693,No,No,No,
L01694,Yes,No,No,
L01695,Yes,Yes,No,69
L01696,Yes,No,No,
L01697,Yes,No,No,
L01698,Yes,Yes,Yes,79
L01699,Yes,No,No,
L01700,Yes,Yes,Yes,77
L01701,Yes,No,No,
L01702,Yes,Yes,Yes,71
L01703,No,No,No,
L01704,Yes,Yes,Yes,80
L01705,Yes,Yes,No,62
L01706,Yes,No,No,
L01707,No,No,No,
L01708,Yes,Yes,Yes,68
L01709,No,No,No,
L01710,Yes,Yes,No,71
L01711,Yes,No,No,
L01712,Yes,No,No,
L01713,Yes,No,No,
L01714,Yes,Yes,No,74
L01715,No,No,No,
L01716,Yes,Yes,Yes,76
L01717,Yes,Yes,Yes,83
L01718,Yes,Yes,No,66
L01719,No,No,No,
L01720,Yes,No,No,
L01721,No,No,No,
L01722,Yes,No,No,
L01723,Yes,Yes,Yes,69
L01724,Yes,Yes,Yes,76
L01725,Yes,Yes,Yes,76
L01726,No,No,No,
L01727,No,No,No,
L01728,No,No,No,
L01729,Yes,Yes,No,60
L01730,Yes,Yes,Yes,70
L01731,Yes,Yes,No,59
L01732,Yes,No,No,
L01733,Yes,Yes,Yes,75
L01734,No,No,No,
L01735,Yes,No,No,
L01736,Yes,Yes,Yes,87
L01737,No,No,No,
L01738,No,No,No,
L01739,Yes,Yes,Yes,78
L01740,Yes,Yes,Yes,65
L01741,Yes,No,No,
L01742,No,No,No,
L01743,No,No,No,
L01744,Yes,Yes,Yes,84
L01745,Yes,Yes,Yes,80
L01746,Yes,Yes,Yes,81
L01747,Yes,No,No,
L01748,Yes,Yes,Yes,75
L01749,Yes,Yes,No,72
L01750,Yes,Yes,Yes,78
L01751,Yes,Yes,Yes,66
L01752,No,No,No,
L01753,No,No,No,
L01754,No,No,No,
L01755,Yes,Yes,Yes,77
L01756,Yes,Yes,No,53
L01757,Yes,Yes,Yes,77
L01758,Yes,Yes,No,66
L01759,Yes,No,No,
L01760,Yes,Yes,No,50
L01761,No,No,No,
L01762,Yes,No,No,
L01763,Yes,No,No,
L01764,No,No,No,
L01765,Yes,No,No,
L01766,Yes,Yes,Yes,86
L01767,Yes,Yes,No,64
L01768,No,No,No,
L01769,Yes,Yes,Yes,80
L01770,Yes,Yes,Yes,78
L01771,Yes,No,No,
L01772,Yes,Yes,Yes,76
L01773,Yes,No,No,
L01774,No,No,No,
L01775,Yes,No,No,
L01776,No,No,No,
L01777,Yes,Yes,No,57
L01778,No,No,No,
L01779,Yes,Yes,No,60
L01780,Yes,Yes,Yes,75
L01781,Yes,Yes,Yes,77
L01782,Yes,No,No,
L01783,Yes,No,No,
L01784,Yes,Yes,Yes,79
L01785,Yes,No,No,
L01786,No,No,No,
L01787,No,No,No,
L01788,No,No,No,
L01789,Yes,No,No,
L01790,Yes,No,No,
L01791,Yes,Yes,Yes,80
L01792,No,No,No,
L01793,Yes,No,No,
L01794,No,No,No,
L01795,No,No,No,
L01796,Yes,Yes,Yes,60
L01797,Yes,Yes,No,66
L01798,Yes,Yes,No,60
L01799,No,No,No,
L01800,Yes,No,No,
L01801,Yes,No,No,
L01802,No,No,No,
L01803,No,No,No,
L01804,Yes,Yes,Yes,85
L01805,Yes,Yes,Yes,80
L01806,Yes,Yes,No,67
L01807,No,No,No,
L01808,Yes,Yes,Yes,83
L01809,Yes,No,No,
L01810,No,No,No,
L01811,Yes,No,No,
L01812,Yes,No,No,
L01813,No,No,No,
L01814,Yes,No,No,
L01815,Yes,Yes,Yes,60
L01816,Yes,Yes,Yes,74
L01817,Yes,Yes,No,63
L01818,Yes,Yes,Yes,72
L01819,Yes,No,No,
L01820,Yes,No,No,
L01821,No,No,No,
L01822,No,No,No,
L01823,Yes,Yes,No,68
L01824,Yes,No,No,
L01825,Yes,Yes,Yes,80
L01826,Yes,No,No,
L01827,No,No,No,
L01828,Yes,No,No,
L01829,Yes,Yes,No,73
L01830,No,No,No,
L01831,Yes,No,No,
L01832,No,No,No,
L01833,Yes,Yes,No,53
L01834,No,No,No,
L01835,Yes,No,No,
L01836,No,No,No,
L01837,Yes,Yes,No,55
L01838,Yes,Yes,Yes,75
L01839,No,No,No,
L01840,Yes,No,No,
L01841,Yes,No,No,
L01842,Yes,No,No,
L01843,Yes,No,No,
L01844,Yes,Yes,Yes,76
L01845,Yes,Yes,Yes,79
L01846,No,No,No,
L01847,Yes,No,No,
L01848,Yes,No,No,
L01849,Yes,Yes,No,64
L01850,Yes,Yes,Yes,84
L01851,No,No,No,
L01852,No,No,No,
L01853,Yes,No,No,
L01854,Yes,No,No,
L01855,Yes,Yes,No,69
L01856,Yes,No,No,
L01857,Yes,No,No,
L01858,No,No,No,
L01859,No,No,No,
L01860,No,No,No,
L01861,Yes,Yes,No,62
L01862,No,No,No,
L01863,No,No,No,
L01864,Yes,No,No,
L01865,Yes,Yes,No,59
L01866,Yes,No,No,
L01867,Yes,Yes,Yes,69
L01868,No,No,No,
L01869,Yes,Yes,Yes,68
L01870,Yes,Yes,No,72
L01871,Yes,Yes,Yes,82
L01872,Yes,Yes,No,55
L01873,Yes,Yes,Yes,67
L01874,No,No,No,
L01875,Yes,Yes,No,65
L01876,Yes,No,No,
L01877,Yes,Yes,Yes,72
L01878,Yes,Yes,No,59
L01879,Yes,No,No,
L01880,No,No,No,
L01881,Yes,Yes,Yes,67
L01882,Yes,No,No,
L01883,Yes,Yes,Yes,86
L01884,Yes,No,No,
L01885,Yes,Yes,Yes,81
L01886,Yes,Yes,Yes,79
L01887,No,No,No,
L01888,Yes,Yes,No,66
L01889,Yes,Yes,No,59
L01890,Yes,No,No,
L01891,No,No,No,
L01892,No,No,No,
L01893,Yes,No,No,
L01894,No,No,No,
L01895,Yes,Yes,Yes,76
L01896,Yes,No,No,
L01897,No,No,No,
L01898,Yes,No,No,
L01899,Yes,Yes,No,61
L01900,Yes,Yes,No,69
L01901,No,No,No,
L01902,No,No,No,
L01903,No,No,No,
L01904,Yes,Yes,No,69
L01905,Yes,Yes,No,67
L01906,Yes,No,No,
L01907,Yes,Yes,Yes,70
L01908,Yes,Yes,Yes,71
L01909,No,No,No,
L01910,No,No,No,
L01911,No,No,No,
L01912,No,No,No,
L01913,Yes,Yes,No,72
L01914,Yes,No,No,
L01915,Yes,Yes,Yes,81
L01916,Yes,No,No,
L01917,Yes,Yes,No,62
L01918,Yes,Yes,No,73
L01919,No,No,No,
L01920,Yes,Yes,No,56
L01921,Yes,Yes,No,67
L01922,Yes,Yes,No,64
L01923,Yes,Yes,No,71
L01924,No,No,No,
L01925,Yes,Yes,No,66
L01926,Yes,No,No,
L01927,Yes,Yes,No,64
L01928,Yes,No,No,
L01929,Yes,Yes,Yes,72
L01930,No,No,No,
L01931,Yes,Yes,No,63
L01932,No,No,No,
L01933,Yes,No,No,
L01934,Yes,No,No,
L01935,No,No,No,
L01936,Yes,Yes,Yes,78
L01937,Yes,Yes,No,56
L01938,Yes,Yes,No,62
L01939,Yes,Yes,No,65
L01940,No,No,No,
L01941,Yes,Yes,Yes,69
L01942,Yes,Yes,Yes,79
L01943,Yes,No,No,
L01944,No,No,No,
L01945,Yes,No,No,
L01946,Yes,Yes,No,63
L01947,Yes,No,No,
L01948,Yes,Yes,Yes,73
L01949,Yes,No,No,
L01950,Yes,Yes,Yes,78
L01951,Yes,No,No,
L01952,Yes,No,No,
L01953,Yes,No,No,
L01954,Yes,No,No,
L01955,No,No,No,
L01956,Yes,No,No,
L01957,No,No,No,
L01958,No,No,No,
L01959,No,No,No,
L01960,Yes,No,No,
L01961,Yes,Yes,No,63
L01962,Yes,Yes,No,79
L01963,No,No,No,
L01964,Yes,Yes,No,79
L01965,Yes,Yes,Yes,79
L01966,Yes,Yes,Yes,83
L01967,Yes,No,No,
L01968,No,No,No,
L01969,No,No,No,
L01970,Yes,No,No,
L01971,No,No,No,
L01972,No,No,No,
L01973,Yes,Yes,No,62
L01974,Yes,Yes,No,65
L01975,Yes,No,No,
L01976,Yes,Yes,No,75
L01977,Yes,Yes,Yes,89
L01978,No,No,No,
L01979,No,No,No,
L01980,Yes,No,No,
L01981,Yes,Yes,No,65
L01982,Yes,Yes,Yes,81
L01983,Yes,No,No,
L01984,Yes,No,No,
